state,yearOfLoss,floodEvent,occupancyType,count,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,buildingDamageAmount,contentsDamageAmount
MA,1998,Flooding,6.0,1,3611.3,0.0,0.0,4112.0,0.0
MA,1999,Hurricane Floyd,1.0,23,161024.1,32599.2,0.0,200356.0,40801.0
MA,1999,Hurricane Floyd,2.0,6,24420.36,491.0,0.0,27921.0,1491.0
MA,1999,Hurricane Floyd,3.0,3,2062.84,0.0,0.0,3064.0,0.0
MA,1999,Hurricane Floyd,4.0,6,33407.89,82748.21,0.0,34407.0,92146.0
MA,2001,Flooding,1.0,360,1260717.57,257330.63,0.0,1563989.0,338266.0
MA,2001,Flooding,2.0,54,281193.52,10462.25,0.0,324632.0,16965.0
MA,2001,Flooding,3.0,43,489187.83,3598.35,0.0,511423.0,4299.0
MA,2001,Flooding,4.0,66,729510.64,348048.20999999996,0.0,797097.0,367603.0
MA,2001,Flooding,6.0,4,35697.89,125434.04,0.0,37199.0,143457.0
MA,2007,Nor'easter,1.0,309,3368361.3,371401.18,30000.0,3713938.0,434828.0
MA,2007,Nor'easter,2.0,49,640595.36,79353.48,0.0,677182.0,90830.0
MA,2007,Nor'easter,3.0,31,853141.42,7045.81,0.0,906728.0,8046.0
MA,2007,Nor'easter,4.0,48,2697209.41,557337.2100000001,0.0,2772766.0,587230.0
MA,2007,Nor'easter,6.0,4,759208.92,20078.06,0.0,811211.0,21079.0
MA,2009,Late summer storms,1.0,1,0.0,0.0,0.0,0.0,0.0
MA,2009,Late summer storms,3.0,1,24477.99,0.0,0.0,29478.0,0.0
MA,2009,Late summer storms,4.0,1,0.0,0.0,0.0,0.0,0.0
MA,2010,Nor'easter,1.0,1405,10108677.86,710661.98,124993.63,11630312.0,933338.0
MA,2010,Nor'easter,2.0,216,1474702.44,31758.14,0.0,1832651.0,64168.0
MA,2010,Nor'easter,3.0,125,2129492.56,65377.22,0.0,2422671.0,70640.0
MA,2010,Nor'easter,4.0,118,5378746.35,2145875.12,0.0,5687416.0,3188346.0
MA,2010,Nor'easter,6.0,49,1650958.79,524085.06,0.0,1747546.0,538713.0
MA,2011,Hurricane Irene,1.0,184,2372793.67,162748.2,47520.0,2631978.0,214680.0
MA,2011,Hurricane Irene,2.0,12,160386.74,0.0,0.0,189197.0,0.0
MA,2011,Hurricane Irene,3.0,22,294745.25,0.0,0.0,288744.0,0.0
MA,2011,Hurricane Irene,4.0,24,501262.45999999996,64941.78,0.0,551290.0,74700.0
MA,2011,Hurricane Irene,6.0,11,666937.26,287729.91,0.0,749304.0,328122.0
MA,2012,Hurricane Sandy,1.0,142,1698296.8,98127.18,30000.0,1899894.0,137776.0
MA,2012,Hurricane Sandy,2.0,7,44060.91,0.0,0.0,55673.0,0.0
MA,2012,Hurricane Sandy,3.0,6,19604.190000000002,0.0,0.0,19405.0,0.0
MA,2012,Hurricane Sandy,4.0,12,182612.41999999998,1380.85,0.0,198611.0,3380.0
MA,2012,Hurricane Sandy,6.0,4,228148.52999999997,50984.83,0.0,236150.0,59986.0
MA,2021,Hurricane Elsa,1.0,15,38786.72,0.0,0.0,58682.0,1703.0
MA,2021,Hurricane Elsa,2.0,2,46412.31,0.0,0.0,48911.0,0.0
MA,2021,Hurricane Elsa,3.0,1,0.0,0.0,0.0,0.0,0.0
MA,2021,Hurricane Elsa,6.0,2,109138.06999999999,0.0,0.0,117139.0,0.0
MA,2021,Hurricane Ida,1.0,56,351179.46,3404.4300000000003,0.0,421793.0,14406.0
MA,2021,Hurricane Ida,2.0,9,65337.88,0.0,0.0,61754.0,1007.0
MA,2021,Hurricane Ida,3.0,1,0.0,0.0,0.0,0.0,0.0
MA,2021,Hurricane Ida,6.0,4,150098.62,0.0,0.0,156349.0,0.0
MA,2021,Tropical Storm Henri,1.0,1,1327.92,0.0,0.0,3328.0,0.0
MA,2021,Tropical Storm Henri,2.0,1,4032.11,447.48,0.0,4241.0,1697.0
MA,2021,Tropical Storm Henri,6.0,1,500000.0,0.0,0.0,1486740.0,0.0
MD,1985,Hurricane Gloria,1.0,288,305631.15,24428.05,0.0,387793.0,44989.0
MD,1985,Hurricane Gloria,2.0,30,146390.91999999998,22228.45,0.0,109755.0,10135.0
MD,1985,Hurricane Gloria,3.0,118,667756.09,47382.89,0.0,754917.0,66696.0
MD,1985,Hurricane Gloria,4.0,81,1051211.2,602079.47,0.0,1359097.0,888440.0
MD,1996,Flooding,1.0,313,2597838.79,540152.69,0.0,3037934.0,818888.0
MD,1996,Flooding,2.0,9,101644.44,11766.25,0.0,128421.0,23994.0
MD,1996,Flooding,3.0,9,157231.99,6900.0,0.0,1562404.0,9563.0
MD,1996,Flooding,4.0,46,797633.13,542087.23,0.0,860101.0,703290.0
MD,1996,Flooding,6.0,5,62128.45,0.0,0.0,71910.0,0.0
MD,1996,Hurricane Fran,1.0,642,2921554.25,443415.72,0.0,3515295.0,612491.0
MD,1996,Hurricane Fran,2.0,25,181425.73,18098.1,0.0,231952.0,31421.0
MD,1996,Hurricane Fran,3.0,8,21040.129999999997,2367.65,0.0,26458.0,3172.0
MD,1996,Hurricane Fran,4.0,61,1610491.3699999999,451701.32,0.0,1812901.0,510299.0
MD,1996,Hurricane Fran,6.0,5,155921.44,0.0,0.0,168857.0,0.0
MD,1998,Flooding,1.0,314,1308395.26,179911.46,0.0,1522040.0,239511.0
MD,1998,Flooding,2.0,26,101143.95,14073.68,0.0,119833.0,18919.0
MD,1998,Flooding,3.0,29,146492.95,5134.73,0.0,164193.0,7134.0
MD,1998,Flooding,4.0,26,210804.32,111454.93000000001,0.0,230314.0,132665.0
MD,1998,Flooding,6.0,4,41582.66,0.0,0.0,44584.0,0.0
MD,1999,Hurricane Floyd,1.0,315,1005536.96,177861.48,15000.0,1244775.0,209404.0
MD,1999,Hurricane Floyd,2.0,5,81020.77,0.0,0.0,84022.0,0.0
MD,1999,Hurricane Floyd,3.0,7,65446.3,0.0,0.0,67224.0,0.0
MD,1999,Hurricane Floyd,4.0,37,913229.15,256694.87,0.0,1000825.0,424718.0
MD,1999,Hurricane Floyd,6.0,5,15432.999999999998,7015.03,0.0,23535.0,8016.0
MD,2003,Hurricane Isabel,1.0,5811,120486189.92,15798092.23,12726285.66,128673944.0,18648012.0
MD,2003,Hurricane Isabel,2.0,86,2294344.12,181599.33,135000.0,2400201.0,193643.0
MD,2003,Hurricane Isabel,3.0,106,4307698.76,130221.81000000001,0.0,4575632.0,145966.0
MD,2003,Hurricane Isabel,4.0,238,11091577.2,3745943.07,86423.2,11822342.0,4144697.0
MD,2003,Hurricane Isabel,6.0,30,2243443.7399999998,428003.09,0.0,2460744.0,453451.0
MD,2011,Hurricane Irene,1.0,271,2031454.14,122348.01,116367.5,2339176.0,186129.0
MD,2011,Hurricane Irene,2.0,11,116057.93,0.0,0.0,131361.0,0.0
MD,2011,Hurricane Irene,3.0,6,70260.51,2171.68,0.0,71638.0,3172.0
MD,2011,Hurricane Irene,4.0,13,163975.55,0.0,0.0,210972.0,0.0
MD,2011,Hurricane Irene,6.0,13,491422.5,50235.34,0.0,505739.0,53237.0
MD,2012,Hurricane Sandy,1.0,1301,12211303.68,811883.88,556223.38,13655256.0,1096894.0
MD,2012,Hurricane Sandy,2.0,95,1446974.25,23463.15,0.0,1709862.0,31151.0
MD,2012,Hurricane Sandy,3.0,104,2091491.82,57453.8,0.0,2309137.0,70636.0
MD,2012,Hurricane Sandy,4.0,78,2123820.73,292925.89,0.0,2383180.0,353277.0
MD,2012,Hurricane Sandy,6.0,38,1553570.8699999999,121442.79000000001,0.0,1723115.0,169416.0
MD,2014,Mid-spring storms,1.0,144,777279.14,31436.019999999997,0.0,908690.0,45643.0
MD,2014,Mid-spring storms,2.0,6,63112.3,0.0,0.0,74112.0,618.0
MD,2014,Mid-spring storms,3.0,1,3513.45,0.0,0.0,8513.0,0.0
MD,2014,Mid-spring storms,4.0,20,1162237.61,1294502.31,0.0,1221988.0,1675671.0
MD,2014,Mid-spring storms,6.0,28,1709228.97,528281.38,0.0,1825468.0,561401.0
MD,2015,Tropical Storm Bill,1.0,17,37062.130000000005,16803.43,0.0,43982.0,18053.0
MD,2015,Tropical Storm Bill,3.0,1,0.0,0.0,0.0,0.0,0.0
MD,2020,Hurricane Eta,1.0,8,58404.86,0.0,0.0,68141.0,0.0
MD,2020,Hurricane Eta,3.0,1,0.0,0.0,0.0,0.0,0.0
MD,2020,Hurricane Eta,6.0,1,0.0,0.0,0.0,0.0,0.0
MD,2020,Hurricane Isaias,1.0,88,1131872.71,108833.84999999999,0.0,1140155.0,141699.0
MD,2020,Hurricane Isaias,2.0,7,50942.28999999999,0.0,0.0,63442.0,469.0
MD,2020,Hurricane Isaias,3.0,4,42787.89,0.0,0.0,49313.0,0.0
MD,2020,Hurricane Isaias,4.0,1,59159.45,0.0,0.0,60409.0,0.0
MD,2020,Hurricane Isaias,6.0,12,595718.29,78645.9,0.0,679617.0,96383.0
MD,2021,Hurricane Elsa,1.0,2,38209.05,0.0,0.0,38448.0,502.0
MD,2021,Hurricane Elsa,4.0,1,15825.35,0.0,0.0,17075.0,0.0
MD,2021,Hurricane Ida,1.0,54,1027556.04,90420.27,0.0,923299.0,113010.0
MD,2021,Hurricane Ida,2.0,1,47767.04,0.0,0.0,49017.0,832.0
MD,2021,Hurricane Ida,6.0,10,1030854.03,65090.979999999996,0.0,1070672.0,89320.0
ME,1987,Flooding,1.0,320,2662409.23,643088.68,0.0,3170804.0,938543.0
ME,1987,Flooding,2.0,46,568165.17,49125.0,0.0,689739.0,75011.0
ME,1987,Flooding,3.0,26,335963.07,22800.0,0.0,451985.0,66071.0
ME,1987,Flooding,4.0,147,3557543.02,2187407.5,0.0,4422089.0,3415447.0
ME,1991,"The ""Halloween"" Storm",1.0,424,2978800.14,601847.15,0.0,3523841.0,819021.0
ME,1991,"The ""Halloween"" Storm",2.0,37,212691.7,20986.09,0.0,243423.0,27079.0
ME,1991,"The ""Halloween"" Storm",3.0,10,74541.95,0.0,0.0,80629.0,0.0
ME,1991,"The ""Halloween"" Storm",4.0,44,543896.88,49569.83,0.0,586516.0,61779.0
ME,1991,"The ""Halloween"" Storm",6.0,3,2380.0,0.0,0.0,3380.0,0.0
ME,2007,Nor'easter,1.0,307,3390047.54,381848.47000000003,120000.0,3642851.0,470297.0
ME,2007,Nor'easter,2.0,24,352701.75,8560.69,0.0,390133.0,12368.0
ME,2007,Nor'easter,3.0,8,86442.74,0.0,0.0,90257.0,0.0
ME,2007,Nor'easter,4.0,44,2005056.47,140808.95,0.0,2229609.0,156315.0
ME,2007,Nor'easter,6.0,11,311920.45,92559.79000000001,0.0,324240.0,94060.0
ME,2011,Hurricane Irene,1.0,15,214259.95,28364.39,0.0,232503.0,33610.0
ME,2011,Hurricane Irene,2.0,1,28334.58,0.0,0.0,29334.0,0.0
ME,2011,Hurricane Irene,3.0,1,849.88,0.0,0.0,114915.0,0.0
ME,2011,Hurricane Irene,4.0,1,0.0,0.0,0.0,0.0,0.0
ME,2011,Hurricane Irene,6.0,1,76736.97,16189.71,0.0,81736.0,21189.0
ME,2012,Hurricane Sandy,1.0,10,55091.19,2590.0,0.0,69091.0,3590.0
MS,1979,Flooding,1.0,967,12204002.06,1861273.77,0.0,13358263.0,2626686.0
MS,1979,Flooding,2.0,11,129297.98000000001,15058.0,0.0,143918.0,16498.0
MS,1979,Flooding,3.0,44,606685.58,39477.1,0.0,1045258.0,61440.0
MS,1979,Flooding,4.0,127,1631801.46,374398.93,0.0,2310811.0,986098.0
MS,1980,Flooding,1.0,1191,2605610.85,830637.82,0.0,2974932.0,1137388.0
MS,1980,Flooding,2.0,13,9268.82,324.49,0.0,10962.0,525.0
MS,1980,Flooding,3.0,75,190048.83,10833.75,0.0,212264.0,17530.0
MS,1980,Flooding,4.0,166,391369.21,386978.6,0.0,457043.0,493604.0
MS,1983,Flooding,1.0,2525,22078399.62,5025048.31,0.0,25704445.0,7365856.0
MS,1983,Flooding,2.0,39,203210.63,33595.41,0.0,237268.0,49645.0
MS,1983,Flooding,3.0,71,171688.29,28057.79,0.0,189212.0,45243.0
MS,1983,Flooding,4.0,463,2909589.9,2273244.35,0.0,4288210.0,2895463.0
MS,1985,Flooding,1.0,82,157841.19,52962.229999999996,0.0,204551.0,102663.0
MS,1985,Flooding,2.0,24,413.97,0.0,0.0,914.0,0.0
MS,1985,Flooding,3.0,2,5237.82,0.0,0.0,6337.0,0.0
MS,1985,Flooding,4.0,23,31188.78,51488.520000000004,0.0,43934.0,62732.0
MS,1985,Hurricane Elena,1.0,153,280003.02,91401.14,0.0,337615.0,137443.0
MS,1985,Hurricane Elena,2.0,6,324.0,7383.5,0.0,1324.0,8884.0
MS,1985,Hurricane Elena,3.0,19,18071.32,0.0,0.0,18572.0,0.0
MS,1985,Hurricane Elena,4.0,73,241977.83,287212.32,0.0,457097.0,320395.0
MS,1990,Flooding,1.0,138,921598.18,249819.39,0.0,4684910.0,1447979.0
MS,1990,Flooding,2.0,3,30367.94,0.0,0.0,55291.0,763.0
MS,1990,Flooding,4.0,26,207336.95,163712.03,0.0,262916.0,212673.0
MS,1991,Flooding,1.0,183,814546.12,197425.75,0.0,1127041.0,271868.0
MS,1991,Flooding,2.0,2,2552.05,0.0,0.0,3768.0,0.0
MS,1991,Flooding,4.0,14,29141.38,22329.93,0.0,36436.0,42282.0
MS,1997,Flooding,1.0,33,262458.74,35500.03,0.0,294512.0,42925.0
MS,1997,Flooding,2.0,1,17747.93,9148.0,0.0,18498.0,9899.0
MS,1997,Flooding,4.0,6,24535.04,6379.28,0.0,35822.0,10693.0
MS,1997,Hurricane Danny,1.0,13,84269.82,43910.15,0.0,90643.0,49482.0
MS,1997,Hurricane Danny,4.0,2,1087.57,2713.48,0.0,1837.0,4213.0
MS,1998,Hurricane Georges,1.0,2811,27951628.63,8941267.89,253039.0,36757562.0,11894626.0
MS,1998,Hurricane Georges,2.0,98,1297974.72,35559.65,0.0,1380681.0,52185.0
MS,1998,Hurricane Georges,3.0,56,627644.9299999999,66447.7,0.0,682586.0,72585.0
MS,1998,Hurricane Georges,4.0,222,3818119.0100000002,2370835.53,0.0,4023982.0,2965900.0
MS,2001,Tropical Storm Allison,1.0,485,3469279.72,1260654.71,0.0,3902225.0,1440301.0
MS,2001,Tropical Storm Allison,2.0,16,387902.56,1370.0,0.0,398706.0,1870.0
MS,2001,Tropical Storm Allison,3.0,26,491846.45,39484.21,0.0,534076.0,111456.0
MS,2001,Tropical Storm Allison,4.0,57,523978.63,834978.31,0.0,554655.0,882938.0
MS,2001,Tropical Storm Allison,6.0,2,17049.73,4811.37,0.0,19821.0,5312.0
MS,2002,Hurricane Lili,1.0,198,325664.47000000003,59582.17,8244.38,754536.0,77381.0
MS,2002,Hurricane Lili,2.0,1,413.73,0.0,0.0,743.0,0.0
MS,2002,Hurricane Lili,4.0,1,18493.44,13526.44,0.0,18993.0,14026.0
MS,2002,Tropical Storm Isidore,1.0,1563,9819575.8,4152442.77,144485.2,11828886.0,4977264.0
MS,2002,Tropical Storm Isidore,2.0,18,201862.22,22208.72,0.0,217744.0,26714.0
MS,2002,Tropical Storm Isidore,3.0,8,45237.15,8943.65,0.0,60041.0,11445.0
MS,2002,Tropical Storm Isidore,4.0,96,1335718.39,706204.9400000001,0.0,1457106.0,809235.0
MS,2004,Hurricane Ivan,1.0,48,36061.31,10680.93,0.0,109137.0,20050.0
MS,2004,Hurricane Ivan,4.0,9,4131.43,38863.74,0.0,8427.0,40864.0
MS,2005,Hurricane Cindy,1.0,62,398607.81,127204.81,0.0,462293.0,187889.0
MS,2005,Hurricane Cindy,4.0,8,244868.21,284253.2,0.0,251873.0,299066.0
MS,2005,Hurricane Dennis,1.0,2,1607.71,0.0,0.0,2508.0,0.0
MS,2005,Hurricane Dennis,4.0,1,1748.31,2892.5,0.0,2249.0,3393.0
MS,2005,Hurricane Katrina,1.0,16891,1562577720.83,481063459.15,48545781.86,1888057537.0,672225015.0
MS,2005,Hurricane Katrina,2.0,451,55866165.22,4586254.81,1294645.47,69882332.0,5900466.0
MS,2005,Hurricane Katrina,3.0,610,120951762.28,6718631.94,1287975.0,159818810.0,8815910.0
MS,2005,Hurricane Katrina,4.0,1047,162929755.74,62407211.19,764413.99,285029191.0,96673004.0
MS,2005,Hurricane Katrina,6.0,52,8298298.5,4220501.76,0.0,9490069.0,5235608.0
MS,2008,Hurricane Gustav,1.0,1099,10379588.8,2277032.81,60000.0,11240598.0,2647450.0
MS,2008,Hurricane Gustav,2.0,15,310800.99,5585.64,0.0,322042.0,6587.0
MS,2008,Hurricane Gustav,3.0,37,288020.33,97200.0,0.0,375969.0,100594.0
MS,2008,Hurricane Gustav,4.0,63,970445.1,414399.96,0.0,1214752.0,483435.0
MS,2008,Hurricane Gustav,6.0,10,361724.18,100084.4,0.0,466409.0,105010.0
MS,2008,Hurricane Ike,1.0,85,197813.75,79642.15,0.0,245352.0,106162.0
MS,2008,Hurricane Ike,2.0,1,0.0,1478.93,0.0,0.0,1979.0
MS,2008,Hurricane Ike,4.0,2,15490.439999999999,0.0,0.0,21492.0,0.0
MS,2008,Hurricane Ike,6.0,1,56609.28,0.0,0.0,57110.0,0.0
MS,2011,Mid-spring storms,1.0,784,30623279.08,2635869.63,5023669.41,34177207.0,5860368.0
MS,2011,Mid-spring storms,2.0,6,223532.16999999998,39664.450000000004,60000.0,233952.0,52666.0
MS,2011,Mid-spring storms,3.0,8,284800.0,0.0,2000.0,317465.0,0.0
MS,2011,Mid-spring storms,4.0,98,4447546.0200000005,836206.01,196500.0,5784379.0,1181565.0
MS,2011,Mid-spring storms,6.0,30,1739195.21,394293.11,30000.0,2799751.0,408233.0
MS,2012,Hurricane Isaac,1.0,1892,23751301.24,6236164.14,379177.93,25906246.0,7866517.0
MS,2012,Hurricane Isaac,2.0,54,1387992.7,77721.75,0.0,1469637.0,96104.0
MS,2012,Hurricane Isaac,3.0,52,2193486.5700000003,21231.24,0.0,2283553.0,24049.0
MS,2012,Hurricane Isaac,4.0,122,4008791.87,1168238.52,30000.0,4210280.0,1285967.0
MS,2012,Hurricane Isaac,6.0,78,2444302.93,1298972.54,0.0,2605406.0,1387705.0
MS,2014,Mid-spring storms,1.0,33,397799.81,45074.990000000005,0.0,428921.0,51148.0
MS,2014,Mid-spring storms,3.0,1,3633.35,0.0,0.0,4634.0,0.0
MS,2014,Mid-spring storms,4.0,5,55807.82,1066.25,0.0,59807.0,2066.0
MS,2014,Mid-spring storms,6.0,1,19583.96,6632.97,0.0,20583.0,7707.0
MS,2016,Late winter severe storms,1.0,465,10234963.28,1347584.63,58632.0,10980813.0,1645990.0
MS,2016,Late winter severe storms,2.0,4,82284.59999999999,2082.19,0.0,93516.0,4082.0
MS,2016,Late winter severe storms,3.0,3,382255.94,62293.02,0.0,392255.0,67293.0
MS,2016,Late winter severe storms,4.0,22,663699.25,235843.44,0.0,722886.0,280840.0
MS,2016,Late winter severe storms,6.0,43,926814.13,339492.31,0.0,1052860.0,398451.0
MS,2020,Hurricane Zeta,1.0,722,6326245.37,1347299.65,42220.0,6932352.0,1684166.0
MS,2020,Hurricane Zeta,2.0,13,547841.64,40000.0,0.0,572176.0,43032.0
MS,2020,Hurricane Zeta,3.0,27,675718.28,20358.55,0.0,721065.0,24785.0
MS,2020,Hurricane Zeta,4.0,13,39786.72,0.0,0.0,72555.0,0.0
MS,2020,Hurricane Zeta,6.0,65,2452324.88,377210.35,0.0,2900591.0,418892.0
MS,2021,Hurricane Ida,1.0,337,6522793.09,1210529.98,0.0,6704398.0,1456264.0
MS,2021,Hurricane Ida,2.0,4,92023.77,0.0,0.0,117092.0,917.0
MS,2021,Hurricane Ida,3.0,20,421196.29,0.0,0.0,492443.0,0.0
MS,2021,Hurricane Ida,6.0,15,855143.08,120588.84,0.0,875643.0,146148.0
MS,2021,Tropical Storm Claudette,1.0,88,3709518.08,569607.02,14689.0,3634214.0,661117.0
MS,2021,Tropical Storm Claudette,2.0,4,215885.36,0.0,0.0,225385.0,2346.0
MS,2021,Tropical Storm Claudette,3.0,1,170266.56,26712.63,0.0,171517.0,27963.0
MS,2021,Tropical Storm Claudette,4.0,2,32275.739999999998,0.0,0.0,34775.0,0.0
MS,2021,Tropical Storm Claudette,6.0,1,22900.9,0.0,0.0,24151.0,0.0
MS,2021,Tropical Storm Nicholas,1.0,11,106613.65999999999,21846.03,0.0,109024.0,24096.0
MS,2021,Tropical Storm Nicholas,6.0,1,86948.08,15825.44,0.0,88198.0,17075.0
NC,1984,Hurricane Diana,1.0,292,367011.46,71848.43,0.0,495047.0,118490.0
NC,1984,Hurricane Diana,2.0,68,108481.25,10715.060000000001,0.0,151068.0,19047.0
NC,1984,Hurricane Diana,3.0,12,34633.72,1862.5,0.0,37820.0,2800.0
NC,1984,Hurricane Diana,4.0,41,130828.17,28319.33,0.0,157065.0,43798.0
NC,1985,Hurricane Gloria,1.0,290,712993.4299999999,175080.04,0.0,895654.0,256200.0
NC,1985,Hurricane Gloria,2.0,14,39116.09,5392.42,0.0,46484.0,6893.0
NC,1985,Hurricane Gloria,3.0,8,5203.6,1060.0,0.0,27263.0,1875.0
NC,1985,Hurricane Gloria,4.0,74,214141.47999999998,48384.42,0.0,269675.0,64937.0
NC,1986,Flooding,1.0,22,51451.78,2780.0,0.0,63416.0,6853.0
NC,1986,Flooding,2.0,2,0.0,0.0,0.0,0.0,0.0
NC,1987,Flooding,1.0,533,1143558.16,164354.13,0.0,2891104.0,1978665.0
NC,1987,Flooding,2.0,62,122686.21,32967.02,0.0,421115.0,47404.0
NC,1987,Flooding,3.0,13,21859.22,0.0,0.0,28919.0,0.0
NC,1987,Flooding,4.0,25,200822.95,8267.84,0.0,237230.0,12018.0
NC,1988,Flooding,1.0,43,341101.79,15239.58,0.0,745594.0,308230.0
NC,1988,Flooding,2.0,3,105636.51,500.0,0.0,107138.0,1000.0
NC,1988,Flooding,3.0,2,0.0,0.0,0.0,0.0,0.0
NC,1988,Flooding,4.0,12,7723.78,4253.65,0.0,9792.0,6216.0
NC,1989,Flooding,1.0,153,2693497.97,62526.98,0.0,3012465.0,287222.0
NC,1989,Flooding,2.0,17,482008.47,7452.94,0.0,517895.0,10091.0
NC,1989,Flooding,3.0,11,308300.0,0.0,0.0,329900.0,0.0
NC,1989,Flooding,4.0,12,248463.55,91419.16,0.0,269152.0,98362.0
NC,1989,Hurricane Hugo,1.0,1385,7392643.95,437021.35,0.0,26123101.0,2389135.0
NC,1989,Hurricane Hugo,2.0,222,1389527.04,85342.69,0.0,2528817.0,129794.0
NC,1989,Hurricane Hugo,3.0,59,377203.08,6720.0,0.0,474838.0,18650.0
NC,1989,Hurricane Hugo,4.0,36,417524.23,139342.31,0.0,551342.0,331009.0
NC,1989,Hurricane Hugo,6.0,2,5000.0,800.0,0.0,5700.0,1800.0
NC,1990,Flooding,1.0,11,46184.549999999996,2320.25,0.0,52271.0,2824.0
NC,1990,Flooding,3.0,19,76115.53,0.0,0.0,94318.0,0.0
NC,1990,Flooding,4.0,4,3878.46,17262.04,0.0,4379.0,37418.0
NC,1990,Flooding,6.0,1,0.0,0.0,0.0,0.0,0.0
NC,1991,"The ""Halloween"" Storm",1.0,637,3235537.11,394540.73,0.0,14852315.0,2397007.0
NC,1991,"The ""Halloween"" Storm",2.0,49,1667100.69,41881.52,0.0,1779788.0,60670.0
NC,1991,"The ""Halloween"" Storm",3.0,24,222740.8,18153.7,0.0,238057.0,21115.0
NC,1991,"The ""Halloween"" Storm",4.0,107,1863997.8599999999,378588.7,0.0,2133194.0,1084261.0
NC,1991,"The ""Halloween"" Storm",6.0,2,30971.22,7908.0,0.0,55000.0,9500.0
NC,1993,Hurricane Emily,1.0,888,5710697.4799999995,1289030.1400000001,0.0,7213448.0,2040790.0
NC,1993,Hurricane Emily,2.0,20,184603.66,21882.64,0.0,233705.0,25133.0
NC,1993,Hurricane Emily,3.0,11,137947.5,14770.68,0.0,149686.0,19892.0
NC,1993,Hurricane Emily,4.0,118,2905609.2,843903.61,0.0,6908386.0,1974624.0
NC,1993,Hurricane Emily,6.0,7,182937.61000000002,74752.19,0.0,204070.0,144585.0
NC,1996,Hurricane Bertha,1.0,1736,6601550.47,1029236.08,0.0,9261351.0,1800409.0
NC,1996,Hurricane Bertha,2.0,203,870073.97,77403.78,0.0,1462723.0,218923.0
NC,1996,Hurricane Bertha,3.0,74,567317.14,24615.0,0.0,662726.0,29270.0
NC,1996,Hurricane Bertha,4.0,112,935091.55,276245.69,0.0,1351380.0,499939.0
NC,1996,Hurricane Bertha,6.0,1,5486.39,0.0,0.0,6500.0,0.0
NC,1996,Hurricane Fran,1.0,8225,98189126.39,16891400.32,0.0,905612262.0,44683445.0
NC,1996,Hurricane Fran,2.0,1006,16192780.99,1880270.92,0.0,22929783.0,10446088.0
NC,1996,Hurricane Fran,3.0,534,22275372.38,214980.25,0.0,27277293.0,6719326.0
NC,1996,Hurricane Fran,4.0,571,15149300.24,5220927.91,0.0,22858399.0,14310328.0
NC,1996,Hurricane Fran,6.0,21,476042.61,318550.2,0.0,530761.0,339627.0
NC,1998,Hurricane Bonnie,1.0,3494,12701770.94,2123869.11,171100.0,15064067.0,2885093.0
NC,1998,Hurricane Bonnie,2.0,377,1409150.5,151202.18,0.0,1587876.0,218763.0
NC,1998,Hurricane Bonnie,3.0,207,2793963.12,38914.51,0.0,3006670.0,48162.0
NC,1998,Hurricane Bonnie,4.0,296,2429672.31,1149729.9,0.0,2681481.0,1333787.0
NC,1998,Hurricane Bonnie,6.0,4,307.45,0.0,0.0,3400.0,0.0
NC,1999,Hurricane Dennis,1.0,3004,20756153.35,3269770.85,676263.1,23409469.0,4241949.0
NC,1999,Hurricane Dennis,2.0,122,911897.71,40027.26,0.0,998347.0,60542.0
NC,1999,Hurricane Dennis,3.0,51,488967.08,16069.8,0.0,526726.0,18571.0
NC,1999,Hurricane Dennis,4.0,264,3506807.19,1265569.8699999999,5250.0,3855923.0,1510613.0
NC,1999,Hurricane Dennis,6.0,8,21136.49,1718.88,0.0,24900.0,3400.0
NC,1999,Hurricane Floyd,1.0,10075,114352503.43,16252626.6,994670.72,127559375.0,21073316.0
NC,1999,Hurricane Floyd,2.0,985,13717327.19,948529.95,323040.22,14894025.0,1191687.0
NC,1999,Hurricane Floyd,3.0,487,18294253.57,142017.1,0.0,20744550.0,206461.0
NC,1999,Hurricane Floyd,4.0,744,22260035.45,9028055.97,22500.0,27774622.0,19055466.0
NC,1999,Hurricane Floyd,6.0,43,2462174.18,770713.63,0.0,2536534.0,800792.0
NC,2002,Torrential rain,1.0,31,73623.83,4166.24,0.0,91844.0,10325.0
NC,2002,Torrential rain,2.0,1,5490.83,0.0,0.0,5991.0,0.0
NC,2002,Torrential rain,4.0,1,6883.74,9614.76,0.0,7884.0,5808.0
NC,2003,Hurricane Isabel,1.0,5650,58197968.25,8883399.21,3782939.29,62207806.0,10568470.0
NC,2003,Hurricane Isabel,2.0,165,2726723.11,232891.23,90000.0,2915131.0,276565.0
NC,2003,Hurricane Isabel,3.0,136,5936452.79,315663.21,90000.0,6039653.0,359372.0
NC,2003,Hurricane Isabel,4.0,438,12900751.32,3771995.48,210000.0,13574444.0,4237300.0
NC,2003,Hurricane Isabel,6.0,67,1947365.54,484471.32999999996,30000.0,2009299.0,530448.0
NC,2004,Hurricane Alex,1.0,421,1846272.96,324059.74,60000.0,2391190.0,481419.0
NC,2004,Hurricane Alex,2.0,6,29428.52,0.0,0.0,31931.0,0.0
NC,2004,Hurricane Alex,3.0,3,24993.04,0.0,0.0,26253.0,0.0
NC,2004,Hurricane Alex,4.0,61,398020.86,194033.33000000002,0.0,479439.0,251187.0
